,State Abbreviation,Average Household Income 2020/2021,"Percent Change in Household Income, 1984-2019","Average Yearly Percent Change in Household Income, 1984-2019",MinWage,City,Average House Price 2020/2021,"Percent Change in Housing Prices, 2000-2019","Average Yearly Percent Change in Housing Prices, 2000-2019",Violent Crime Total,Property Crime Total,Property Crime Per Capita,Violent Crime Per Capita,Total Crime Per Capita,State,County,TotalPop,Men,Women,VotingAgeCitizen,Employed,Hispanic,White,Black,Native,Asian,Pacific,Income,IncomePerCap,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,Population
0,NY,-0.136317125,0.85122595,0.85122595,0.855108088,New York,1.045961134,1.230130631,1.230130631,18.37820404,14.96337621,-0.66245711,0.423151161,-0.443038613,New York,Queens County,0.380140481,0.364510599,0.395281024,0.322846277,0.40458154,0.296896531,-1.569586098,0.574011767,-0.177458982,2.771585796,-0.405454707,0.07971342,-0.324924203,-0.455057936,-0.427106673,-0.466318685,1.97823756,-0.248730897,-0.10393662,-0.343838327,-5.687753439,-1.694704112,7.58947673,1.627810829,-0.553042491,-1.312925312,3.828219599,-0.203595986,0.226288355,0.006249377,-0.591107781,-0.016201184,23.67382164
1,CA,0.737961649,0.014144149,0.014144149,1.13994777,Los Angeles,1.393000576,1.882940169,1.882940169,10.94683889,9.795924868,-0.165898454,0.833071897,0.066809612,California,Los Angeles County,3.82385639,3.82666945,3.820850223,3.759571544,3.818642505,1.561271066,-1.541543912,-0.340362744,-0.149533307,1.260841995,0.155716684,0.028345693,-0.093837543,0.366897353,0.341592766,-0.239607348,0.288314386,0.172653729,-0.223901526,0.321864126,-0.451364188,0.086928923,0.396169628,0.092611875,0.256218109,0.250711713,1.128201071,-0.239061666,-0.512410684,1.785999617,0.071967023,0.417354867,10.7378196
2,IL,0.457551781,0.224546057,0.224546057,0.427848563,Chicago,-0.363197932,-0.86879833,-0.86879833,,,,,,Illinois,Cook County,1.665701003,1.630922268,1.699331664,1.842592581,1.689773796,0.145194926,-0.91033979,1.389915177,-0.250065736,0.008722393,-0.432177154,-0.243310295,0.121185421,0.492473855,0.448695509,-0.000604433,0.402643226,-0.028005617,-0.940162587,0.414752841,-2.204358458,-0.839520255,2.772886161,0.845506381,0.347146266,-0.302575235,1.687189282,0.671962987,-0.320016401,-0.911261617,-0.591107781,1.564180549,7.403277134
3,TX,-0.416097945,-0.75524743,-0.75524743,-1.263387054,Houston,-0.588687017,-0.388226991,-0.388226991,10.95365594,11.11827791,1.514108395,2.287956398,1.808397208,Texas,Harris County,1.349540114,1.370159076,1.32943297,1.174897493,1.371945751,1.236279549,-1.347288039,0.557462002,-0.210969791,0.026069139,-0.352009812,-0.135437542,-0.01297948,0.513403272,0.736110467,-0.439004066,-0.219019844,-0.655066071,1.399153094,0.30122219,0.27295869,0.90648012,-0.218785,-0.560288829,-0.034751994,-0.771666342,0.52913446,0.669746382,-0.873446871,0.359988555,-0.093801678,-0.132748509,5.907362805
4,PA,-0.042637486,1.850164027,1.850164027,-1.263387054,Philadelphia,-0.602243321,0.856306311,0.856306311,,,,,,Pennsylvania,Philadelphia County,0.038882159,0.011940477,0.06502488,0.118776233,-0.039571608,-0.504788106,-1.087260493,2.502059378,-0.177458982,0.081263328,-0.405454707,-1.236861878,-0.722185684,2.04695874,1.518367215,-0.004701626,2.00681977,-0.670115522,-1.102468049,-0.289653244,-3.574591279,-0.702928389,3.70529034,3.374761362,1.256427839,-0.807750273,1.53320385,0.654230147,-0.168001164,-1.204201874,-1.088413885,2.240155036,4.068471461
5,AZ,-0.317482706,1.02737184,1.02737184,0.712688246,Phoenix,-0.258789391,-0.01320092,-0.01320092,5.011719145,5.650088975,0.542937522,1.050765641,0.704812809,Arizona,Maricopa County,1.185470535,1.194066227,1.177043215,1.29886075,1.137681474,0.491774748,-0.000753236,-0.574541917,0.677066663,-0.376059953,0.022104448,-0.071056572,-0.174922801,0.140479113,0.250758793,-0.071622442,-0.068963241,1.466906507,0.051312083,-0.604442776,-0.092525331,0.781765807,-0.338451846,-0.595580759,0.556281028,1.086656122,0.012334038,0.507934218,-0.571791636,0.072575473,-0.259570379,-0.314562336,3.954610222
6,TX,-0.416097945,-0.75524743,-0.75524743,-1.263387054,San Antonio,-0.534322741,-0.280991059,-0.280991059,3.934625019,6.799019647,1.237459623,0.7228461,1.1976668,Texas,Bexar County,0.181813953,0.183143859,0.180510213,0.214401496,0.148431958,2.306942803,-1.50738343,-0.414836686,-0.194214387,-0.587374848,-0.245120024,-0.463893487,-0.779166363,0.410658861,0.654766611,-0.609720434,0.727765866,0.965258143,0.637023098,-0.333517359,0.257010296,1.025255656,-0.193854407,-0.489704969,-0.589413754,-0.609288651,-0.188057962,0.088995873,0.031518834,-0.270109356,-0.756876483,-0.263281513,3.656072793
7,CA,0.737961649,0.014144149,0.014144149,1.13994777,San Diego,1.158737948,1.233554079,1.233554079,1.781410632,2.58565909,-0.48922969,-0.15985953,-0.442602381,California,San Diego County,0.798889974,0.83006424,0.768579224,0.890591902,0.771489366,0.707074334,-0.506022448,-0.596056612,-0.099267093,0.672629638,0.529830944,0.575445542,0.353671394,-0.37704829,-0.488114565,0.42413789,0.541981501,-0.354077053,-0.167447453,-0.885689161,-0.046009183,-0.382234443,-0.178896051,-0.125021693,0.174382767,1.249033813,0.04397488,-0.737797791,0.30704645,1.106157134,0.569273126,0.109669928,3.504089009
8,TX,-0.416097945,-0.75524743,-0.75524743,-1.263387054,Dallas,-0.462061512,-0.177976327,-0.177976327,4.106609488,5.11137899,0.91687907,1.154217336,1.038603181,Texas,Dallas County,0.474557044,0.475894305,0.473225018,0.365536037,0.506849024,1.006393271,-1.255513611,0.747784298,-0.205384656,-0.063818541,-0.378732259,-0.20287491,0.113072248,0.443004324,0.795762628,-0.486804649,-0.258320383,0.007109769,1.173336799,0.244456864,0.190558656,0.930235227,-0.193854407,-0.719102514,-0.016566363,-0.350687143,0.276007723,0.873674042,-1.082467821,0.337879856,0.237735724,-0.487052378,3.223083659
9,CA,0.737961649,0.014144149,0.014144149,1.13994777,San Jose,2.550223471,1.039681305,1.039681305,1.40024007,2.408667129,-0.024140483,-0.011497651,-0.022638207,California,Santa Clara County,0.190337175,0.210818731,0.170447117,0.142651969,0.241430525,0.272974355,-1.201978528,-0.784723932,-0.216554926,4.362755416,0.449663602,2.78243612,2.24609706,-1.26179183,-1.372051132,2.043894788,-1.290852724,-2.566346336,-0.728459811,-1.076627074,-0.178912464,0.562031066,-0.017678216,-0.354419238,0.910900841,0.070292056,0.503821786,0.851507992,-0.925702108,0.055993949,-0.756876483,-0.603599703,2.481692441
10,TX,-0.416097945,-0.75524743,-0.75524743,-1.263387054,Austin,0.292305854,-0.114254726,-0.114254726,1.578846818,3.754222483,0.962110332,0.142718775,0.828724109,Texas,Travis County,-0.135410232,-0.122286251,-0.148136606,-0.128144521,-0.058170949,0.666231594,-0.310237002,-0.358567485,-0.143948172,-0.051202726,-0.378732259,0.464685509,0.993232107,-0.032664246,-0.104442711,1.449801828,-0.951438979,-1.091500147,-0.036897407,-1.463663385,-0.412822237,-0.061540496,-0.057567165,-0.348537249,0.483538502,2.181202039,-0.169073457,-0.613667911,0.283294069,0.885070147,-0.259570379,-1.135055507,2.158009868
11,IN,-0.362290219,-0.756701573,-0.756701573,-1.263387054,Indianapolis,-0.713035063,,,2.200756681,3.239666695,0.923807187,0.821211616,0.962937207,Indiana,Marion County,-0.240329841,-0.249029781,-0.231869631,-0.220965671,-0.23990453,-0.647154228,-0.138414878,1.472664001,-0.188629252,-0.579489963,-0.405454707,-1.075319884,-0.833516231,1.215490081,1.413975933,-0.66298394,0.18827665,0.563939452,-0.178032591,0.956603675,0.586610432,0.045357486,-0.275294344,-0.407357133,-0.262072387,-1.11446369,-0.550872952,1.223897631,-0.897199252,-0.944424665,-0.591107781,0.90219174,2.037828727
12,FL,-1.326232407,-0.654708389,-0.654708389,-0.284250644,Jacksonville,-0.56312748,-0.261075019,-0.261075019,2.198419406,2.716246436,0.443522024,0.764628462,0.552865501,Florida,Duval County,-0.252710284,-0.258413489,-0.247157358,-0.211855165,-0.25851319,-0.744593337,-0.193989393,1.607544585,-0.210969791,-0.377636929,-0.271842471,-0.790664697,-0.484447126,0.458225718,0.737466198,-0.384374828,0.424079884,1.537137277,-0.149805555,-0.258690339,0.31548774,0.110684031,-0.250363751,-0.466177016,0.092547426,-0.218379395,-0.27665232,0.738461137,-0.424526876,-0.817299648,-1.088413885,0.533902192,2.035511334
13,CA,0.737961649,0.014144149,0.014144149,1.13994777,San Francisco,3.459518707,1.701668273,1.701668273,1.564238851,4.18037153,1.726354308,0.327236162,1.504332047,California,San Francisco County,-0.273896401,-0.259747717,-0.287607192,-0.22986873,-0.189472527,-0.345501421,-0.771658432,-0.52158267,-0.216554926,4.069437726,0.66344318,1.935070225,3.636095936,-0.580634438,-1.255458272,2.289726358,-0.444104749,-2.160011162,-1.684650685,-1.659761782,-5.585417913,-1.682826559,4.943509792,5.051128036,4.320706738,1.068614156,1.516328734,-0.046217032,-0.445904018,1.155901706,-0.259570379,-0.612923489,2.020803041
14,OH,-1.05075814,-1.396314957,-1.396314957,-0.533485367,Columbus,-0.653913927,-0.919266824,-0.919266824,1.792512687,3.091885844,0.745740697,0.450908161,0.725532441,Ohio,Franklin County,-0.101301826,-0.106290823,-0.09645294,-0.048598557,-0.054242889,-0.914965909,0.207778659,1.073814667,-0.227725196,-0.357136231,-0.378732259,-0.502108112,-0.278034323,0.848273945,1.047928581,0.234301289,-0.061817688,0.162620761,-1.09541129,0.316703642,0.334094199,-0.601969184,-0.114076509,0.051437957,-0.116587336,-0.470966914,-0.83774992,0.366071498,-0.011235452,-0.850462696,-1.088413885,-0.0721439,1.978205926
15,NC,-1.038370749,-0.542573052,-0.542573052,-1.263387054,Charlotte,-0.334437791,-0.818746458,-0.818746458,,,,,,North Carolina,Mecklenburg County,-0.198504775,-0.208891314,-0.188410829,-0.192325805,-0.158827136,-0.5012873,-0.512650601,1.664641274,-0.183044117,-0.172629942,-0.325287365,0.083372553,0.450209761,-0.148727377,-0.017675931,0.672700922,-0.608452457,0.25793395,-0.573211108,-0.545097208,0.05499731,0.110684031,-0.129034865,-0.519114911,-0.525764043,0.984418317,0.024990375,1.381276586,-1.134723059,-0.77308225,-0.756876483,0.077036677,1.893260601
16,TX,-0.416097945,-0.75524743,-0.75524743,-1.263387054,Fort Worth,-0.502382219,-0.037606629,-0.037606629,1.706617839,2.560850469,0.279945606,0.3434886,0.314991612,Texas,Tarrant County,0.222461766,0.217863489,0.226908089,0.220230046,0.24856254,0.481272329,-0.486647847,0.311697993,-0.155118442,-0.278287389,-0.004617999,0.001041172,-0.227781704,-0.049788314,0.117897162,-0.350231554,-0.540569708,0.438527361,0.538228469,0.435394777,0.688945958,0.787704584,-0.604378171,-0.813214327,-0.698527542,-0.428868994,0.168428859,0.596598417,-0.588418303,-0.115348466,-0.093801678,-0.626909168,1.892874368
17,MI,-0.760428682,-1.417570809,-1.417570809,-0.330537093,Detroit,-1.131167157,-2.179628109,-2.179628109,5.320823734,2.176108616,0.790297292,4.939723086,1.859293983,Michigan,Wayne County,0.124976808,0.107305348,0.142117031,0.226691666,0.012942313,-0.919050183,-0.754323262,2.907528618,-0.160703577,-0.582643917,-0.432177154,-1.215359422,-1.156810359,2.199172683,2.284355191,-1.274831403,1.563795513,0.012126252,-0.636721941,1.738417022,-0.010125297,0.615480057,0.143539619,-0.119139705,-0.025659179,-0.958099987,-0.010869246,1.305912016,-0.894824014,-1.159984477,-0.42533908,3.275095285,1.595258175
18,TX,-0.416097945,-0.75524743,-0.75524743,-1.263387054,El Paso,-0.777311958,-0.943638476,-0.943638476,0.357425974,0.587226499,-0.924806011,-0.514739161,-0.88868787,Texas,El Paso County,-0.286949496,-0.288047388,-0.285863318,-0.339485945,-0.341901756,3.606908868,-2.312958965,-0.753279378,-0.143948172,-0.817613464,-0.271842471,-1.311276352,-1.676733721,1.73111481,2.082351282,-1.311706138,1.420884462,1.14083507,0.700533931,0.355407273,0.234416739,0.710500486,-0.383326913,0.045555969,0.619930738,-0.843834205,-0.489700657,-1.39391287,1.378278819,0.288135284,-0.591107781,0.305469435,1.554437727
19,TN,-1.349749093,1.39232214,1.39232214,-1.263387054,Memphis,-0.907939188,-1.84615172,-1.84615172,5.752440476,3.764336309,2.590182944,5.580108906,3.500731952,Tennessee,Shelby County,-0.24126854,-0.254154223,-0.22874621,-0.21253974,-0.259083527,-0.897461877,-1.236139009,3.770598858,-0.244480601,-0.664646712,-0.432177154,-1.015563595,-0.820159508,1.786292364,2.099975784,-0.825505923,0.60986425,0.222818565,-0.520285414,1.382343616,0.537436218,0.562031066,-0.298562897,-0.454413039,-0.353000545,-1.216701495,-0.660561204,0.248591433,-0.008860214,-0.563049613,-1.254182586,1.606137586,1.494405806
20,WA,1.219521442,1.014212342,1.014212342,1.314412076,Seattle,1.371891801,1.402759859,1.402759859,1.780241994,4.198873883,2.225869327,0.729909581,2.014848183,Washington,King County,0.282075543,0.296686457,0.267876017,0.355658692,0.402708373,-0.68507963,0.237350419,-0.490965605,-0.021075204,1.543120847,1.652173724,1.39430437,1.81820819,-0.945947899,-1.057521556,1.751628367,-1.155087226,-1.843972693,-0.975446383,-0.816022626,-1.635532417,0.039418709,1.360152557,1.069021938,0.483538502,1.032530225,0.759057912,0.264107668,-0.258260211,-0.060076719,0.071967023,-0.897298963,1.491416083
21,CO,1.211682547,-1.331282307,-1.331282307,0.627236341,Denver,0.406075192,0.576859558,0.576859558,2.272043562,4.156633785,2.416898135,1.324748814,2.317820389,Colorado,Denver County,-0.356280154,-0.350886633,-0.361488554,-0.348088563,-0.311434362,0.438095718,-0.052248887,-0.28078359,-0.015490069,-0.450177864,-0.138230235,-0.013533332,1.020854331,-0.009832155,0.178905054,1.079688743,-0.358358118,-1.126615533,-0.170975832,-1.074046832,-0.893932112,-0.797948818,0.449354893,0.933736206,1.110942787,1.537705264,-0.097354215,0.711861877,-0.633547826,-0.275636531,-0.922645184,-1.051141433,1.483090635
22,DC,1.711726649,7.127024314,7.127024314,1.567207295,Washington,0.910532722,2.309122805,2.309122805,2.355795908,2.481486678,0.915124296,1.504031605,1.122645021,District of Columbia,District of Columbia,-0.358974311,-0.369211107,-0.34901409,-0.328687248,-0.326663865,-0.654739309,-1.178015205,3.125158027,-0.210969791,-0.429677165,-0.405454707,1.016291247,2.284779533,0.602828963,0.149078973,2.644816403,-0.344067013,-2.741923264,-1.935165637,-1.920366231,-5.263791974,-2.25294913,5.192815722,4.780556573,3.347775455,0.202599804,1.149294965,-2.158641594,2.79154547,-1.099185555,-0.591107781,1.289128861,1.474376093
23,MA,1.494027944,0.808887424,0.808887424,1.228960171,Boston,0.929247693,1.380091087,1.380091087,1.20936263,0.95310904,-0.587111844,0.347679705,-0.399321595,Massachusetts,Suffolk County,-0.310955699,-0.316520816,-0.305532572,-0.306762231,-0.265609792,0.012747755,-0.515709749,0.647658221,-0.194214387,0.324117759,-0.432177154,-0.031994021,1.031284631,0.884424756,0.525972172,1.022328043,1.338710608,-1.447670486,-1.310642446,-1.19531821,-4.841159542,-1.801602095,4.805560511,6.509861141,1.08366434,-1.036281838,1.029059765,1.015536762,-0.581292588,-1.154457302,-0.756876483,0.319455114,1.47299424
24,TN,-1.349749093,1.39232214,1.39232214,-1.263387054,Nashville,-0.205071385,0.07636954,0.07636954,,,,,,Tennessee,Davidson County,-0.356344448,-0.361978188,-0.350851448,-0.342411665,-0.320710734,-0.663491324,-0.063465762,1.347713276,-0.171873847,-0.461216701,-0.298564918,-0.456057921,-0.001291864,0.473447112,0.890663793,0.346291226,-0.34763979,0.142554827,-0.439132683,-0.152900414,0.167965098,0.645173941,-0.280280462,-0.219133506,-0.780362884,0.334907552,-0.401106299,0.321739398,-0.550414494,0.509222271,-0.922645184,-0.575628345,1.440087261
25,OK,-1.57673834,-1.337723949,-1.337723949,-1.263387054,Oklahoma City,-0.774231855,-0.544533604,-0.544533604,1.376088231,2.612133517,1.233701948,0.608279858,1.166568317,Oklahoma,Oklahoma County,-0.313829881,-0.31537745,-0.312305372,-0.313163764,-0.320795539,-0.211887314,-0.147592321,0.398584259,1.090366648,-0.488025307,-0.325287365,-0.796060061,-0.524657999,0.774069648,0.818810054,-0.522313653,-0.172573753,0.373313074,1.279188188,-0.016147584,0.561358809,1.126214861,-0.581109618,-0.207369529,-0.780362884,-0.849848193,-1.029704363,-0.170346912,0.219162641,-0.082185418,-0.259570379,-0.323886123,1.371850052
26,KY,-1.57591574,0.302099485,0.302099485,-1.263387054,Louisville,-0.645329722,-0.757478678,-0.757478678,,,,,,Kentucky,Jefferson County,-0.318186381,-0.323886077,-0.31263213,-0.284344349,-0.309243409,-0.937137682,0.477493506,0.923211806,-0.244480601,-0.603144616,-0.378732259,-0.643610016,-0.274990431,0.273666313,0.45005124,-0.273750622,-0.386940329,0.25793395,-0.760215227,1.217208124,0.343397429,-0.524765086,-0.089145916,-0.166195611,0.21075403,-0.669428537,-0.711186552,0.915789537,-0.576542112,-0.961006189,0.569273126,0.1283175,1.369790147
27,OR,0.711106174,1.890214333,1.890214333,0.694885766,Portland,0.375966693,1.160919844,1.160919844,1.302853621,3.644398227,2.369436547,0.547331893,2.088674281,Oregon,Multnomah County,-0.307508631,-0.304844073,-0.310072236,-0.274380448,-0.272030749,-0.618564311,0.740070342,-0.559647129,0.006850471,0.076532397,0.984112545,0.045430037,0.596801952,0.064372142,-0.412193633,1.195775873,-0.440531973,-1.442654002,-0.975446383,-0.490912125,-2.155184244,-0.103111934,1.114170706,1.574872934,4.16612887,1.459523412,0.134678628,0.042447168,-0.343768781,0.67503751,0.403504425,-0.216662583,1.3685399
28,NV,-0.931094015,-1.616604387,-1.616604387,-0.373263045,Las Vegas,-0.230761395,-0.485479947,-0.485479947,,,,,,Nevada,Clark County,0.279555646,0.29426198,0.265263701,0.302022161,0.255166154,0.566458615,-0.632977074,-0.1111485,-0.071341418,0.436083114,1.22461457,-0.447954341,-0.479770272,-0.04788564,0.185683708,-1.411404497,3.850372323,0.955225176,-0.09687986,-0.53477624,0.15467477,0.265092227,-0.016016177,-0.401475144,0.292589372,-0.693484491,-0.259777204,0.895840092,-0.733307825,-0.491196343,-0.922645184,0.799630094,1.351465577
29,WI,-0.343854299,0.778758422,0.778758422,-1.263387054,Milwaukee,-0.799841254,-0.980858664,-0.980858664,3.361603153,2.005779882,0.937760269,3.306216996,1.581748189,Wisconsin,Milwaukee County,-0.232959485,-0.239805424,-0.22629902,-0.202212449,-0.236432181,-0.395096176,-0.462684524,1.528105714,-0.049000878,-0.368175068,-0.458899601,-1.070883046,-0.819151332,1.489475177,1.287892956,-0.574211429,1.302982845,-0.619950686,-0.947219346,1.155282314,-0.337067367,0.07505137,0.529132791,0.680810708,-0.407557439,-0.885932125,-0.626810973,1.044352627,-0.519536399,-1.370017114,-0.756876483,0.673758983,1.339094704
30,NM,-1.976957498,-2.467421474,-2.467421474,0.249823761,Albuquerque,-0.480459165,,,2.692168703,2.707798416,1.968611384,2.664183394,2.275314514,New Mexico,Bernalillo County,-0.35788175,-0.358680431,-0.357080817,-0.342595506,-0.367708597,1.500006956,-0.783385164,-0.783896443,2.073350397,-0.61576043,-0.352009812,-0.662716743,-0.401789578,0.503889901,0.631719185,0.515641863,0.420507108,-0.078170453,-0.110993379,-1.154034336,0.443074889,-0.506948755,-0.383326913,-0.260307424,0.447167239,-0.134183555,-0.882047099,-1.46484423,1.599175959,-0.060076719,-0.259570379,-0.184029332,1.217019595
31,AZ,-0.317482706,1.02737184,1.02737184,0.712688246,Tucson,-0.482362657,-0.527497816,-0.527497816,1.193001707,1.9427172,1.074791256,0.765433425,1.073870301,Arizona,Pima County,-0.210491471,-0.21015892,-0.210798988,-0.169234077,-0.256045455,0.780591266,-0.15524019,-0.735074637,1.39754907,-0.560566241,-0.164952682,-0.769439616,-0.495965637,0.58380222,0.658833804,-0.056599402,0.967141876,0.573972419,0.044255324,-0.92181255,-0.007467232,0.193826906,-0.273632304,-0.213251518,1.456469785,0.088334022,-0.261886594,-1.178902185,1.040995013,0.503695096,0.569273126,0.76233495,1.130105916
32,CA,0.737961649,0.014144149,0.014144149,1.13994777,Fresno,-0.324202453,0.632855062,0.632855062,1.082760247,1.53150092,0.616429411,0.670668683,0.672554684,California,Fresno County,-0.226295037,-0.220104408,-0.232286379,-0.276558643,-0.294697006,1.759650088,-1.327403579,-0.585299265,-0.037830608,0.543317538,-0.031340446,-0.778290471,-1.215389146,1.967046421,2.086418475,-1.243419591,0.527690396,-0.559752882,2.447081838,0.46377744,0.113474753,1.72009254,-0.491359483,-0.495586958,0.547188212,-0.344673154,-0.696420826,-1.121270455,1.048120727,0.332352682,0.735041828,1.666742195,1.083780945
33,CA,0.737961649,0.014144149,0.014144149,1.13994777,Sacramento,0.037449958,0.934000698,0.934000698,1.077696151,1.26651867,0.337012259,0.723361743,0.454908105,California,Sacramento County,0.005955883,0.001378292,0.010397772,0.036120709,-0.038616386,0.065259849,-0.45860566,-0.237754202,-0.093681958,1.210378736,1.946120643,-0.078931346,-0.189899576,0.290790381,0.224999906,0.131871468,0.459807646,0.483675714,-0.160390693,-0.712812943,-0.007467232,0.502643298,-0.25368783,-0.13678567,0.410795976,0.316865587,0.208507259,-1.961363749,1.848575957,0.575548367,0.569273126,0.888206061,0.997270664
34,CA,0.737961649,0.014144149,0.014144149,1.13994777,Long Beach,0.938996597,1.764460869,1.764460869,0.608683013,1.083160948,0.338301063,0.220205396,0.333007242,California,Los Angeles County,3.82385639,3.82666945,3.820850223,3.759571544,3.818642505,1.561271066,-1.541543912,-0.340362744,-0.149533307,1.260841995,0.155716684,0.028345693,-0.093837543,0.366897353,0.341592766,-0.239607348,0.288314386,0.172653729,-0.223901526,0.321864126,-0.451364188,0.086928923,0.396169628,0.092611875,0.256218109,0.250711713,1.128201071,-0.239061666,-0.512410684,1.785999617,0.071967023,0.417354867,0.967922743
35,MO,-0.915851718,-0.815503763,-0.815503763,0.1252064,Kansas City,-0.686767898,-0.62953213,-0.62953213,2.679313692,2.071757726,1.564061303,3.134712913,2.056544295,Missouri,Jackson County,-0.35180748,-0.356706098,-0.347028206,-0.329086405,-0.34492119,-0.67749455,-0.042051728,1.397362571,-0.138363037,-0.674108573,0.128994236,-0.758845509,-0.481836969,0.540040712,0.756446431,-0.417152371,0.42765266,0.584005387,-0.216844767,0.339925821,0.536107185,-0.863275362,-0.139007102,-0.460295028,-0.580320938,-0.194323441,-0.550872952,0.729594717,-0.529037351,-0.563049613,-0.756876483,-0.174705546,0.960996313
36,AZ,-0.317482706,1.02737184,1.02737184,0.712688246,Mesa,-0.226691941,-0.117328417,-0.117328417,0.506232469,0.769870304,-0.323391386,-0.068516177,-0.283459904,Arizona,Maricopa County,1.185470535,1.194066227,1.177043215,1.29886075,1.137681474,0.491774748,-0.000753236,-0.574541917,0.677066663,-0.376059953,0.022104448,-0.071056572,-0.174922801,0.140479113,0.250758793,-0.071622442,-0.068963241,1.466906507,0.051312083,-0.604442776,-0.092525331,0.781765807,-0.338451846,-0.595580759,0.556281028,1.086656122,0.012334038,0.507934218,-0.571791636,0.072575473,-0.259570379,-0.314562336,0.934045891
37,GA,-1.164809228,-1.216833768,-1.216833768,-1.263387054,Atlanta,-0.218612592,-0.623691532,-0.623691532,1.491393787,1.850264929,1.119933253,1.294420291,1.240389987,Georgia,Fulton County,-0.209088966,-0.215485928,-0.202865935,-0.180557829,-0.193322305,-0.837948171,-0.977641037,2.934008242,-0.227725196,-0.131628544,-0.432177154,0.074616498,0.963020381,0.834955225,0.992343613,1.16299833,-0.554860813,0.373313074,-1.557629019,-0.852146015,-1.062719279,-0.596030407,1.019434453,0.1808417,-0.162051414,1.645957058,0.560775302,0.552266317,-0.379397353,-0.485669168,-0.259570379,1.000091494,0.90616279
38,CO,1.211682547,-1.331282307,-1.331282307,0.627236341,Colorado Springs,-0.058770367,-0.177298327,-0.177298327,0.806572277,1.480753309,0.801363127,0.445255641,0.770040517,Colorado,El Paso County,-0.357894609,-0.350240225,-0.365296944,-0.340565385,-0.376439794,-0.263815941,0.654414209,-0.512480299,-0.099267093,-0.57633601,0.422941155,-0.034183181,-0.173044572,-0.626298621,-0.505739067,0.374971576,0.395497674,-0.133351773,0.023085046,-0.939874245,0.15467477,0.680806602,-0.569475341,0.239661583,-0.36209336,0.659662934,-0.715405331,-0.689032481,0.855726444,-0.270109356,0.237735724,0.021093961,0.883403703
39,NE,0.296564097,1.588910384,1.588910384,-0.640300248,Omaha,-0.554301859,-0.70232236,-0.70232236,0.877080066,1.385385876,0.698785753,0.575240293,0.717178775,Nebraska,Douglas County,-0.413374033,-0.412541097,-0.414152494,-0.418782972,-0.393730713,-0.499536897,0.551932764,0.062624031,-0.116022497,-0.461216701,-0.325287365,-0.168566364,-0.096153379,-0.023150874,-0.039367626,0.196060823,-0.51913305,0.553906485,-0.223901526,-0.116777025,0.695591122,-0.180316032,-0.449808495,-0.219133506,-0.607599385,-0.723554434,-1.373534847,1.232764051,-0.833067824,-1.099185555,-1.088413885,-0.925270321,0.867573907
40,NC,-1.038370749,-0.542573052,-0.542573052,-1.263387054,Raleigh,-0.220145579,-0.746973932,-0.746973932,0.499804963,0.76344505,-0.224280048,-0.002558171,-0.185572144,North Carolina,Wake County,-0.203151266,-0.208391654,-0.198051061,-0.188317068,-0.160152332,-0.693248178,0.303122093,0.528499913,-0.155118442,0.022915185,-0.352009812,0.906090647,0.858303006,-0.938337202,-0.831114491,1.881372806,-1.726731428,-0.344044086,-0.971918004,-1.422379512,0.352700658,-0.584152853,-0.509641918,-0.719102514,-0.580320938,1.964698451,-0.251339646,0.100078898,0.18353407,-0.640430059,-0.922645184,-0.985874931,0.860115335
41,FL,-1.326232407,-0.654708389,-0.654708389,-0.284250644,Miami,0.028478905,0.851258917,0.851258917,0.726325843,1.128970632,0.341069025,0.359908046,0.36943217,Florida,Miami-Dade County,0.541240989,0.524731361,0.557223644,0.440274235,0.526078345,2.581172628,-2.111565082,0.344797523,-0.244480601,-0.729302762,-0.405454707,-0.682213201,-0.512652827,0.73030814,0.557153984,-0.627474936,0.924268561,1.632450467,0.206560786,-0.472850431,-0.141699545,-0.512887532,0.239937912,-0.019145903,0.201661214,0.184557838,1.081794502,0.450302488,-0.906700204,0.967977767,0.403504425,0.212231574,0.819786976
42,CA,0.737961649,0.014144149,0.014144149,1.13994777,Oakland,1.494467659,1.882528945,1.882528945,1.898079598,2.262909043,2.376126628,2.45090979,2.559400676,California,Alameda County,0.065468119,0.063470296,0.067402175,0.06689585,0.110044142,0.033169125,-1.199429238,-0.013504887,-0.132777902,3.260448613,1.572006383,1.527779939,1.309277952,-0.662449432,-0.863652033,1.507162528,-0.826391809,-1.773741922,-0.816669301,-0.741195606,-2.102022932,0.419500423,1.795606915,0.751394568,1.65651173,0.71980282,1.37078086,-0.398657226,0.071897881,0.84085275,-0.259570379,-0.351857481,0.787180399
43,MN,0.738881025,1.189456405,1.189456405,-0.166754275,Minneapolis,-0.264825218,0.318687283,0.318687283,1.768555621,1.843958661,1.708984522,2.243277637,1.958254552,Minnesota,Hennepin County,-0.114047195,-0.112103987,-0.115924741,-0.061165562,-0.030990451,-0.793021157,0.566718644,0.103170955,0.012435606,0.04026193,-0.405454707,0.489845343,1.136954675,-0.559705021,-0.432529597,1.382881012,-0.922856769,-0.685164973,-1.36356814,-0.59670205,-0.555028747,-0.762316157,0.597276411,0.292599478,0.774508605,0.310851598,-0.523450889,0.986720897,-0.735683063,-0.717810504,-0.922645184,-0.95324168,0.769490966
